,综合诊断：5.1分 打败了24%的股票！,中性,5.7,3.8,5.5,4.0,5.6,002743,富煌钢构
,综合诊断：5.7分 打败了52%的股票！,中性,7.4,3.1,5.5,4.4,6.4,600933,爱柯迪
,综合诊断：5.4分 打败了39%的股票！,中性,6.0,6.5,5.5,3.5,4.5,600936,广西广电
,综合诊断：4.4分 打败了5%的股票！,减持,4.2,3.4,5.8,3.2,5.2,002742,三圣股份
,综合诊断：5.4分 打败了39%的股票！,中性,6.1,6.2,4.8,4.0,5.0,600939,重庆建工
,综合诊断：6.0分 打败了72%的股票！,增持,7.2,5.1,5.8,4.4,6.1,002741,光华科技
,综合诊断：5.2分 打败了28%的股票！,中性,7.3,2.8,3.4,7.3,5.0,300078,思创医惠
,综合诊断：5.7分 打败了51%的股票！,中性,8.5,2.9,5.8,3.5,5.4,002740,爱迪尔
,综合诊断：5.5分 打败了43%的股票！,中性,5.1,2.4,7.4,7.9,6.5,300072,三聚环保
,综合诊断：6.6分 打败了93%的股票！,增持,7.6,6.3,5.5,4.2,7.1,002747,埃斯顿
,综合诊断：5.6分 打败了46%的股票！,中性,6.8,2.3,5.2,7.5,6.3,300070,碧水源
,综合诊断：5.1分 打败了21%的股票！,中性,3.9,4.9,5.9,7.0,5.6,300071,华谊嘉信
,综合诊断：5.8分 打败了62%的股票！,中性,7.8,2.7,7.0,7.8,4.4,300076,GQY视讯
,综合诊断：5.0分 打败了18%的股票！,中性,7.1,2.2,3.5,8.2,4.2,300077,国民技术
,综合诊断：4.0分 打败了1%的股票！,减持,2.1,4.4,3.5,8.4,4.6,300074,华平股份
,综合诊断：5.5分 打败了42%的股票！,中性,6.5,4.2,6.3,3.0,6.0,002746,仙坛股份
,综合诊断：7.0分 打败了98%的股票！,买入,7.8,5.4,8.1,8.3,6.0,002332,仙琚制药
,综合诊断：4.1分 打败了2%的股票！,减持,4.0,5.6,1.1,6.8,3.9,002333,罗普斯金
,综合诊断：5.4分 打败了35%的股票！,中性,6.6,3.7,5.5,5.7,5.1,601188,龙江交通
,综合诊断：6.1分 打败了73%的股票！,增持,8.2,3.4,5.5,8.4,5.2,002331,皖通科技
,综合诊断：4.4分 打败了5%的股票！,减持,1.8,3.5,7.7,6.6,5.3,002336,人人乐
,综合诊断：4.7分 打败了10%的股票！,减持,5.4,3.6,2.2,8.0,5.0,002337,赛象科技
,综合诊断：6.1分 打败了74%的股票！,增持,7.1,2.9,6.2,7.3,7.0,002334,英威腾
,综合诊断：6.7分 打败了94%的股票！,增持,8.6,3.9,5.8,7.3,6.8,002335,科华恒盛
,综合诊断：5.9分 打败了66%的股票！,中性,7.7,5.4,5.1,8.5,3.7,002338,奥普光电
,综合诊断：4.2分 打败了2%的股票！,减持,3.7,2.7,5.2,7.3,4.3,002339,积成电子
,综合诊断：6.3分 打败了82%的股票！,增持,5.7,6.5,6.3,7.5,6.2,601186,中国铁建
,综合诊断：5.9分 打败了66%的股票！,中性,7.8,3.5,5.9,6.5,5.2,600857,宁波中百
,综合诊断：5.3分 打败了30%的股票！,中性,3.0,5.0,6.1,7.3,7.1,600856,中天能源
,综合诊断：4.8分 打败了13%的股票！,减持,3.7,3.1,4.8,8.4,6.0,600855,航天长峰
,综合诊断：6.2分 打败了81%的股票！,增持,7.2,6.1,5.5,6.5,5.5,600854,春兰股份
,综合诊断：6.2分 打败了81%的股票！,增持,7.3,4.7,6.6,7.5,5.4,600853,龙建股份
,600852,600852
,综合诊断：4.8分 打败了13%的股票！,减持,4.8,3.6,5.0,7.2,4.8,600851,海欣股份
,综合诊断：6.1分 打败了76%的股票！,增持,7.0,5.0,5.0,8.4,5.7,600850,华东电脑
,综合诊断：6.3分 打败了82%的股票！,增持,6.2,6.4,6.1,6.5,6.2,600859,王府井
,综合诊断：6.4分 打败了88%的股票！,增持,7.0,5.7,7.4,6.5,5.4,600858,银座股份
,综合诊断：6.1分 打败了76%的股票！,增持,5.8,4.1,6.2,7.3,7.5,601678,滨化股份
,综合诊断：7.0分 打败了98%的股票！,买入,7.3,7.1,7.7,7.2,5.9,601677,明泰铝业
,综合诊断：5.5分 打败了44%的股票！,中性,7.2,5.1,5.3,4.8,4.3,002808,苏州恒久
,综合诊断：5.5分 打败了44%的股票！,中性,6.9,4.5,5.3,4.4,5.0,002809,红墙股份
,综合诊断：4.0分 打败了1%的股票！,减持,3.8,1.9,5.0,7.0,4.3,300104,乐视网
,综合诊断：5.0分 打败了17%的股票！,中性,6.0,2.8,5.4,7.3,4.5,300105,龙源技术
,综合诊断：6.1分 打败了75%的股票！,增持,7.1,3.0,6.9,7.8,6.1,300102,乾照光电
,综合诊断：5.7分 打败了53%的股票！,中性,5.0,5.3,7.3,8.0,5.0,300103,达刚路机
,综合诊断：4.6分 打败了8%的股票！,减持,2.9,3.5,4.1,8.0,6.5,300100,双林股份
,综合诊断：5.8分 打败了60%的股票！,中性,7.2,2.3,6.0,8.2,5.7,300101,振芯科技
,综合诊断：6.0分 打败了70%的股票！,增持,8.0,4.5,6.0,4.8,5.2,002800,天顺股份
,综合诊断：6.0分 打败了69%的股票！,增持,8.8,2.6,6.4,3.8,6.1,002801,微光股份
,综合诊断：5.5分 打败了43%的股票！,中性,7.3,4.0,5.5,4.4,5.1,002802,洪汇新材
,综合诊断：6.2分 打败了81%的股票！,增持,8.0,3.8,6.4,3.7,6.7,002803,吉宏股份
,综合诊断：6.0分 打败了69%的股票！,增持,8.9,3.4,5.5,3.9,5.8,002805,丰元股份
,综合诊断：5.7分 打败了53%的股票！,中性,8.4,3.0,5.5,4.7,5.2,002806,华锋股份
,综合诊断：5.6分 打败了46%的股票！,中性,6.5,5.6,6.1,3.5,4.9,002807,江阴银行
,综合诊断：5.2分 打败了30%的股票！,中性,4.4,4.2,7.5,7.2,4.8,002585,双星新材
,综合诊断：5.2分 打败了27%的股票！,中性,4.2,4.7,5.9,8.0,5.3,002488,金固股份
,综合诊断：4.6分 打败了9%的股票！,减持,4.8,2.6,4.9,7.0,4.9,002489,浙江永强
,综合诊断：5.4分 打败了37%的股票！,中性,4.5,5.1,5.5,8.2,5.5,002484,江海股份
,综合诊断：4.8分 打败了12%的股票！,减持,3.0,5.9,5.8,7.5,4.3,002485,希努尔
,综合诊断：4.7分 打败了11%的股票！,减持,4.5,2.3,4.7,7.5,5.6,002486,嘉麟杰
,综合诊断：5.7分 打败了51%的股票！,中性,6.4,3.7,8.3,7.8,4.2,002487,大金重工
,综合诊断：5.7分 打败了53%的股票！,中性,6.8,3.9,5.8,7.8,4.8,002480,新筑股份
,综合诊断：5.3分 打败了31%的股票！,中性,6.4,3.1,6.1,7.5,4.5,002481,双塔食品
,综合诊断：6.5分 打败了90%的股票！,增持,6.6,6.2,6.5,7.5,6.2,002482,广田集团
,综合诊断：6.3分 打败了83%的股票！,增持,6.2,5.0,7.7,6.3,6.5,601699,潞安环能
,综合诊断：5.4分 打败了39%的股票！,中性,5.1,2.5,6.4,6.3,7.2,600581,八一钢铁
,综合诊断：5.3分 打败了30%的股票！,中性,3.7,3.7,6.6,7.3,7.1,600580,卧龙电气
,综合诊断：5.4分 打败了38%的股票！,中性,5.5,4.1,5.7,7.0,5.4,600583,海油工程
,综合诊断：5.9分 打败了68%的股票！,中性,5.6,5.6,5.9,7.9,5.6,600582,天地科技
,综合诊断：7.3分 打败了99%的股票！,买入,8.2,6.9,8.0,6.8,6.2,600585,海螺水泥
,综合诊断：5.1分 打败了22%的股票！,中性,4.2,1.8,5.8,8.2,7.0,600584,长电科技
,综合诊断：6.3分 打败了84%的股票！,增持,6.7,4.7,7.7,8.2,5.3,600587,新华医疗
,综合诊断：5.6分 打败了49%的股票！,中性,5.7,5.0,6.5,6.8,5.0,600586,金晶科技
,综合诊断：4.9分 打败了16%的股票！,减持,4.9,3.6,5.5,7.9,4.2,600589,广东榕泰
,综合诊断：5.4分 打败了37%的股票！,中性,4.5,3.8,6.1,8.4,6.3,600588,用友网络
,综合诊断：5.9分 打败了63%的股票！,中性,5.9,4.7,5.8,7.2,6.3,002244,滨江集团
,综合诊断：4.8分 打败了12%的股票！,减持,3.2,2.5,6.0,8.2,6.5,002245,澳洋顺昌
,综合诊断：6.7分 打败了94%的股票！,增持,8.5,4.5,5.5,6.5,7.0,002242,九阳股份
,综合诊断：4.9分 打败了15%的股票！,减持,3.6,4.5,7.0,7.2,4.7,002243,通产丽星
,综合诊断：4.4分 打败了5%的股票！,减持,1.9,3.8,6.0,7.0,5.9,002240,威华股份
,综合诊断：5.2分 打败了25%的股票！,中性,4.8,3.0,5.5,7.0,6.5,002241,歌尔股份
,综合诊断：5.7分 打败了52%的股票！,中性,7.0,3.6,6.9,6.3,4.7,600611,大众交通
,综合诊断：4.4分 打败了6%的股票！,减持,3.8,2.6,5.0,7.5,4.9,600610,中毅达
,综合诊断：5.2分 打败了30%的股票！,中性,3.4,6.5,5.5,7.9,5.1,600613,神奇制药
,综合诊断：6.3分 打败了84%的股票！,增持,6.3,6.2,5.5,7.0,6.4,600612,老凤祥
,综合诊断：5.2分 打败了30%的股票！,中性,5.3,3.8,6.0,7.8,4.6,600615,丰华股份
,综合诊断：4.7分 打败了11%的股票！,减持,2.3,4.8,5.6,8.1,5.6,600614,鹏起科技
,综合诊断：5.3分 打败了30%的股票！,中性,3.6,6.5,4.4,6.3,6.4,600617,国新能源
,综合诊断：4.9分 打败了15%的股票！,减持,5.4,2.9,6.1,7.0,4.4,600616,金枫酒业
,综合诊断：6.2分 打败了81%的股票！,增持,5.6,5.8,7.7,6.5,6.4,600619,海立股份
,综合诊断：6.1分 打败了76%的股票！,增持,4.8,5.0,7.7,7.3,7.0,600618,氯碱化工
,综合诊断：4.7分 打败了10%的股票！,减持,6.9,3.8,1.1,7.3,4.0,601218,吉鑫科技
,综合诊断：6.2分 打败了78%的股票！,增持,7.2,7.4,5.9,3.7,5.3,601212,白银有色
,综合诊断：5.7分 打败了53%的股票！,中性,5.7,6.5,5.7,3.8,5.7,601211,国泰君安
,综合诊断：5.5分 打败了44%的股票！,中性,3.9,6.2,5.4,7.3,6.0,601216,君正集团
,综合诊断：5.3分 打败了33%的股票！,中性,5.3,3.2,5.5,7.5,6.0,600039,四川路桥
,综合诊断：6.7分 打败了95%的股票！,增持,7.1,6.2,6.6,8.1,6.2,600038,中直股份
,综合诊断：6.6分 打败了93%的股票！,增持,7.0,5.5,5.9,7.9,6.9,600031,三一重工
,综合诊断：6.4分 打败了88%的股票！,增持,7.2,4.8,6.1,7.3,6.7,600030,中信证券
,综合诊断：5.3分 打败了32%的股票！,中性,5.6,3.6,5.5,5.7,5.9,600033,福建高速
,综合诊断：5.2分 打败了27%的股票！,中性,5.2,4.6,5.0,5.7,5.5,600035,楚天高速
,综合诊断：4.5分 打败了7%的股票！,减持,4.4,2.6,5.5,7.0,4.7,600037,歌华有线
,综合诊断：6.5分 打败了90%的股票！,增持,5.8,7.2,7.5,7.0,6.0,600036,招商银行
,综合诊断：6.3分 打败了82%的股票！,增持,8.2,5.6,6.3,3.5,5.8,002798,帝王洁具
,综合诊断：5.0分 打败了20%的股票！,中性,5.1,5.0,5.5,3.7,4.9,002799,环球印务
,综合诊断：6.0分 打败了68%的股票！,增持,6.4,3.0,6.8,7.3,7.1,002068,黑猫股份
,综合诊断：4.6分 打败了9%的股票！,减持,3.9,2.8,4.2,6.5,6.2,002069,獐子岛
,综合诊断：5.5分 打败了40%的股票！,中性,5.0,5.0,6.0,7.5,5.5,002062,宏润建设
,综合诊断：6.5分 打败了90%的股票！,增持,8.4,5.0,5.5,8.4,5.1,002063,远光软件
,综合诊断：5.3分 打败了33%的股票！,中性,5.2,3.9,5.9,7.5,5.3,002060,粤 水 电
,综合诊断：5.7分 打败了54%的股票！,中性,4.2,5.8,7.0,7.5,6.1,002061,浙江交科
,综合诊断：4.3分 打败了4%的股票！,减持,4.2,2.6,5.0,6.8,4.4,002066,瑞泰科技
,综合诊断：5.2分 打败了27%的股票！,中性,5.5,3.0,5.5,8.1,5.1,002067,景兴纸业
,综合诊断：5.5分 打败了41%的股票！,中性,4.5,3.1,7.7,7.3,6.6,002064,华峰氨纶
,综合诊断：4.2分 打败了2%的股票！,减持,3.3,3.0,1.9,8.4,6.0,002065,东华软件
,综合诊断：5.4分 打败了37%的股票！,中性,6.1,3.5,7.2,3.8,5.7,601326,秦港股份
,综合诊断：5.8分 打败了62%的股票！,中性,7.4,3.0,6.0,7.3,5.5,600109,国金证券
,综合诊断：5.4分 打败了35%的股票！,中性,5.6,3.9,5.5,7.0,5.5,600108,亚盛集团
,综合诊断：6.5分 打败了90%的股票！,增持,8.5,5.1,5.8,7.3,5.3,600105,永鼎股份
,综合诊断：5.4分 打败了35%的股票！,中性,1.9,5.9,7.7,6.1,7.7,600104,上汽集团
,综合诊断：5.0分 打败了19%的股票！,中性,5.4,2.8,5.5,7.4,4.9,600107,美尔雅
,综合诊断：5.2分 打败了25%的股票！,中性,6.7,2.6,6.3,5.7,4.7,600106,重庆路桥
,综合诊断：5.5分 打败了44%的股票！,中性,5.0,4.2,6.5,6.5,6.2,600101,明星电力
,综合诊断：4.5分 打败了7%的股票！,减持,3.7,2.9,4.0,8.4,5.5,600100,同方股份
,综合诊断：5.6分 打败了47%的股票！,中性,4.8,2.9,9.9,8.1,5.2,600103,青山纸业
,600102,莱钢股份
,综合诊断：6.1分 打败了76%的股票！,增持,6.1,4.9,5.7,7.2,6.8,600325,华发股份
,综合诊断：5.6分 打败了48%的股票！,中性,6.2,4.9,4.0,8.2,5.4,000403,ST生化
,综合诊断：5.5分 打败了41%的股票！,中性,6.7,3.8,5.0,6.5,5.2,600327,大东方
,综合诊断：5.1分 打败了24%的股票！,中性,4.1,4.0,6.6,6.8,5.8,600326,西藏天路
,综合诊断：5.0分 打败了18%的股票！,中性,4.2,5.4,5.4,6.8,4.6,600321,正源股份
,综合诊断：6.1分 打败了76%的股票！,增持,5.8,5.2,6.6,7.9,6.0,600320,振华重工
,综合诊断：5.8分 打败了60%的股票！,中性,5.3,4.7,7.3,7.5,5.6,600323,瀚蓝环境
,综合诊断：5.0分 打败了18%的股票！,中性,3.9,3.4,5.8,7.2,6.1,600322,天房发展
,综合诊断：6.5分 打败了89%的股票！,增持,7.2,6.3,5.8,7.9,5.8,000408,藏格控股
,综合诊断：4.2分 打败了3%的股票！,减持,3.5,2.3,5.7,5.8,5.1,000409,山东地矿
,综合诊断：6.1分 打败了76%的股票！,增持,6.2,5.2,5.9,7.9,6.1,600329,中新药业
,综合诊断：5.9分 打败了67%的股票！,中性,6.1,3.6,6.4,7.3,6.7,600328,兰太实业
,综合诊断：5.5分 打败了40%的股票！,中性,4.0,5.3,5.9,8.0,6.4,002664,信质电机
,综合诊断：6.2分 打败了79%的股票！,增持,8.2,3.7,7.0,7.3,4.8,002665,首航节能
,综合诊断：4.9分 打败了16%的股票！,减持,3.0,6.4,5.0,7.9,4.7,002666,德联集团
,综合诊断：6.4分 打败了87%的股票！,增持,8.5,5.0,5.5,8.0,5.1,002667,鞍重股份
,综合诊断：5.6分 打败了45%的股票！,中性,5.6,3.8,5.5,7.0,6.4,002660,茂硕电源
,综合诊断：4.8分 打败了13%的股票！,减持,2.2,5.7,6.3,7.5,5.2,002661,克明面业
,综合诊断：4.9分 打败了16%的股票！,减持,2.2,5.8,5.9,8.0,5.5,002662,京威股份
,综合诊断：5.1分 打败了22%的股票！,中性,5.0,4.7,5.5,7.5,4.5,002663,普邦股份
,综合诊断：6.1分 打败了77%的股票！,增持,6.5,4.4,6.2,6.5,6.7,002668,奥马电器
,综合诊断：5.9分 打败了64%的股票！,中性,7.6,5.9,3.3,7.9,4.6,002669,康达新材
,综合诊断：5.1分 打败了25%的股票！,中性,3.9,5.3,5.5,3.5,6.6,002867,周大生
,综合诊断：5.2分 打败了27%的股票！,中性,3.9,3.8,6.8,7.2,6.2,002466,天齐锂业
,综合诊断：3.8分 打败了0%的股票！,卖出,3.0,2.7,3.4,7.0,4.8,002467,二六三
,综合诊断：5.2分 打败了27%的股票！,中性,3.0,5.8,5.6,7.0,6.6,002464,众应互联
,综合诊断：6.1分 打败了77%的股票！,增持,7.1,5.0,6.2,7.3,5.4,002465,海格通信
,综合诊断：6.7分 打败了94%的股票！,增持,8.3,5.2,5.5,7.6,6.5,002462,嘉事堂
,综合诊断：5.5分 打败了40%的股票！,中性,4.5,3.7,5.9,8.2,6.8,002463,沪电股份
,综合诊断：5.3分 打败了30%的股票！,中性,4.5,2.5,7.1,7.2,6.6,002460,赣锋锂业
,综合诊断：6.6分 打败了93%的股票！,增持,8.8,5.4,5.8,7.0,5.3,002461,珠江啤酒
,综合诊断：5.7分 打败了53%的股票！,中性,5.3,5.5,5.5,8.2,5.3,002468,申通快递
,综合诊断：5.9分 打败了65%的股票！,中性,7.0,4.7,7.2,7.5,4.1,002469,三维工程
,综合诊断：4.1分 打败了2%的股票！,减持,2.3,2.5,7.5,7.0,4.5,300251,光线传媒
,综合诊断：5.0分 打败了20%的股票！,中性,8.2,2.9,2.2,4.8,4.8,002869,金溢科技
,综合诊断：6.1分 打败了75%的股票！,增持,8.8,5.0,5.9,3.5,4.9,603038,华立股份
,综合诊断：6.5分 打败了89%的股票！,增持,7.9,5.5,5.7,4.9,6.8,603039,泛微网络
,综合诊断：6.3分 打败了85%的股票！,增持,7.9,6.3,5.5,4.4,5.7,603035,常熟汽饰
,综合诊断：5.5分 打败了40%的股票！,中性,8.3,2.8,6.6,4.4,4.1,603036,如通股份
,综合诊断：6.5分 打败了89%的股票！,增持,7.3,6.5,7.7,4.4,5.6,603037,凯众股份
,综合诊断：6.5分 打败了89%的股票！,增持,6.9,7.3,6.5,4.0,6.2,603030,全筑股份
,综合诊断：6.3分 打败了85%的股票！,增持,9.0,5.2,5.5,3.0,5.7,603031,安德利
,综合诊断：4.1分 打败了2%的股票！,减持,2.6,4.9,6.2,2.2,4.6,603032,德新交运
,综合诊断：5.1分 打败了21%的股票！,中性,6.2,5.1,6.1,3.8,3.8,603033,三维股份
,综合诊断：6.0分 打败了69%的股票！,增持,9.0,1.5,7.7,3.8,5.7,300670,大烨智能
,综合诊断：6.0分 打败了71%的股票！,增持,7.0,3.5,8.4,7.3,5.0,300120,经纬电材
,综合诊断：3.8分 打败了0%的股票！,卖出,4.3,2.4,2.8,4.7,4.4,300672,国科微
,综合诊断：6.3分 打败了82%的股票！,增持,7.8,4.2,7.3,3.7,6.6,300673,佩蒂股份
,综合诊断：4.6分 打败了9%的股票！,减持,5.7,3.0,1.9,4.0,6.4,300675,建科院
,综合诊断：4.1分 打败了2%的股票！,减持,2.8,2.1,7.0,4.8,5.4,300676,华大基因
,综合诊断：5.5分 打败了42%的股票！,中性,4.6,4.2,6.2,7.3,6.4,300121,阳谷华泰
,综合诊断：6.3分 打败了82%的股票！,增持,8.7,3.8,7.7,4.9,5.0,300678,中科信息
,综合诊断：3.6分 打败了0%的股票！,卖出,2.6,1.8,4.3,3.5,5.8,300679,电连技术
,综合诊断：5.7分 打败了52%的股票！,中性,7.2,3.7,5.5,7.9,4.8,000792,盐湖股份
,综合诊断：3.8分 打败了0%的股票！,卖出,1.8,3.8,5.1,7.0,4.1,000793,华闻传媒
,综合诊断：6.4分 打败了86%的股票！,增持,8.4,2.9,7.9,7.9,5.2,000790,泰合健康
,综合诊断：5.9分 打败了64%的股票！,中性,5.1,5.1,7.0,6.5,6.5,000791,甘肃电投
